Genus,Sample,Coverage,Coverage_effective,coverage_est,coverage_est_src,round,n50,qv,indels_per_100kb,error_rate,busco_complete,busco_single,busco_duplicated,busco_fragmented,busco_missing,busco_n,l50,auN,num_contigs,total_length,gc,expected_genome_size,assembly_frac,raw_total_bp,raw_read_n50,raw_read_n90,raw_mean_read_len,raw_n_reads,min_overlap,overlap_based_coverage,ovlp_div_initial,ovlp_median_div_first,ovlp_median_div_last,mean_edge_coverage,read_cov_cutoff,unique_cov_threshold,align_err_consensus,align_err_polishing,asm_total_length,asm_fragments,asm_frag_N50,asm_largest_frag,asm_mean_coverage,polish_mean_contig_cov,polish_selected_cov_threshold,ai_num_contigs,ai_total_bp,ai_mean_cov,ai_median_cov,ai_cov_cv,ai_circular_n,ai_circular_bp_frac,ai_repeat_bp_frac,ai_mult_gt1_n,ai_mult_gt1_bp_frac,ai_alt_groups_n,ai_alt_bp_frac,ai_low_cov_bp_frac,ai_short_bp_frac_10kb,ai_longest_len,ai_longest_cov,delta_qv,delta_busco_complete,delta_n50,delta_num_contigs,delta_error_rate,delta_error_improvement,assembly_error,delta_assembly_error,qv_improvement_rate,busco_per_contig,n50_fraction,cost_benefit_ratio,delta_qv_cumsum,delta_busco_complete_cumsum,score_improvement,gain_cumulative,qv_from_r1,n50_from_r1,error_rate_from_r1,busco_complete_from_r1,assembly_frac_from_r1,delta_qv_trend,delta_busco_complete_trend,score_improvement_trend,is_plateau,plateau_streak,completeness_score,assembly_quality,polishing_effectiveness,optimal_rounds_5class,optimal_rounds_3class,Coverage,r1_ok_group,stable_all_group
Acinetobacter_baumanii,SRR23998934,40X,40X,39.0,log,3,5192577,12.594618120366906,5502.223049802477,0.05502223,95.7,37.1,58.6,4.3,0.0,116,1,3377669.9,25,8754087,45.86,4200000,2.084306428571429,167465949,6788,1668,,23567,2000,15.0,0.0618035,0.0619589,0.0220727,15.0,3.0,33.0,0.091203,0.055004,8760900,25,5193422,5193422,18.0,18.0,4.0,25,8760900,21.76,15.0,0.5939223688216391,11,0.0270450524489493,0.0015496124827357,6,0.0046834229359997,0,0.0,0.9928817815521236,0.0076414523622002,5193422,22.0,0.002539248441046,0.0,-763.0,0.0,-3.217999999999971e-05,3.217999999999971e-05,1.0843064285714288,-0.0004759523809521,0.0008464161470153,3.680769230769231,0.5931602469611912,0.0004232080735076,-0.0090414485493379,-2.5999999999999943,0.0009745401383232,-0.7837235844673525,-0.0090414485493379,-487,0.0001144299999999,-2.5999999999999943,-0.0008411904761902,0.01411994543143,2.5999999999999943,0.7856726647439989,0,0,0.90434372589,-0.0031031250824175,0.0002436350345808,5,3,40X,0,0
Acinetobacter_baumanii,SRR23998934,40X,40X,39.0,log,4,5192927,12.591374489620213,5506.333945383125,0.05506334,95.7,37.9,57.8,4.3,0.0,116,1,3378221.1,25,8753622,45.86,4200000,2.0841957142857144,167465949,6788,1668,,23567,2000,15.0,0.0618035,0.0619589,0.0220727,15.0,3.0,33.0,0.091203,0.055004,8760900,25,5193422,5193422,18.0,18.0,4.0,25,8760900,21.76,15.0,0.5939223688216391,11,0.0270450524489493,0.0015496124827357,6,0.0046834229359997,0,0.0,0.9928817815521236,0.0076414523622002,5193422,22.0,-0.0032436307466934,0.0,350.0,0.0,4.111000000000392e-05,-4.111000000000392e-05,1.0841957142857144,-0.0001107142857144,-0.0008109076866733,3.680769230769231,0.5932317395894249,-0.0004054538433366,-0.0122850792960313,-2.5999999999999943,-0.0013167457272488,-0.7850403301946013,-0.0122850792960313,-137,0.00015554,-2.5999999999999943,-0.0009519047619046,-0.0057828791877394,0.0,-0.002291285865572,0,0,0.90430438362,-0.0030990499450549,-0.0002633491454497,5,3,40X,0,0
Acinetobacter_baumanii,SRR23998934,40X,40X,39.0,log,5,5191780,12.588810335748038,5509.585927900617,0.05509586,95.7,37.1,58.6,4.3,0.0,116,1,3377569.7,25,8751978,45.86,4200000,2.0838042857142858,167465949,6788,1668,,23567,2000,15.0,0.0618035,0.0619589,0.0220727,15.0,3.0,33.0,0.091203,0.055004,8760900,25,5193422,5193422,18.0,18.0,4.0,25,8760900,21.76,15.0,0.5939223688216391,11,0.0270450524489493,0.0015496124827357,6,0.0046834229359997,0,0.0,0.9928817815521236,0.0076414523622002,5193422,22.0,-0.002564153872175,0.0,-1147.0,0.0,3.252000000000116e-05,-3.252000000000116e-05,1.0838042857142858,-0.0003914285714285,-0.000512830774435,3.680769230769231,0.5932121180820932,-0.0002564153872175,-0.0148492331682064,-2.5999999999999943,-0.0010713084060128,-0.7861116386006142,-0.0148492331682064,-1284,0.00018806,-2.5999999999999943,-0.0013433333333332,0.0006794768745184,0.0,0.0002454373212359,0,0,0.90427326198,-0.0030846423626373,-0.0001785514010021,5,3,40X,0,0
Acinetobacter_baumanii,SRR23998934,FULL,556X,556.0,log,1,5211124,12.508414019783867,5612.5299019892345,0.05612529,99.1,42.2,56.9,0.9,0.0,116,1,4336747.0,16,8784657,45.86,4200000,2.091585,2336495661,6852,1662,,325933,2000,242.0,0.0706538,0.0717048,0.0220691,221.0,44.0,518.0,0.090516,0.055384,8788323,16,5210694,5210694,259.0,259.0,52.0,16,8788323,338.9375,302.5,0.5896813151753165,13,0.99590149337934,0.0027980309781513,4,0.0035972733364488,0,0.0,0.9942497561821522,0.0056415768969802,5210694,309.0,,,,,,,1.0915849999999998,,,5.829411764705882,0.5932073849659258,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.93537983761,-0.0053388667647058,0.0,5,3,556X,0,0
Acinetobacter_baumanii,SRR23998934,FULL,556X,556.0,log,2,5210839,12.490331766723996,5635.945535423092,0.05635946,95.7,28.4,67.2,3.4,0.9,116,1,4338490.6,16,8780165,45.86,4200000,2.0905154761904763,2336495661,6852,1662,,325933,2000,242.0,0.0706538,0.0717048,0.0220691,221.0,44.0,518.0,0.090516,0.055384,8788323,16,5210694,5210694,259.0,259.0,52.0,16,8788323,338.9375,302.5,0.5896813151753165,13,0.99590149337934,0.0027980309781513,4,0.0035972733364488,0,0.0,0.9942497561821522,0.0056415768969802,5210694,309.0,-0.0180822530598714,-3.3999999999999915,-285.0,0.0,0.0002341699999999,-0.0002341699999999,1.0905154761904765,-0.0010695238095235,-0.0090411265299357,5.629411764705883,0.593478414872794,-0.8545205632649657,-0.0180822530598714,-3.3999999999999915,-1.027386687604898,-1.027386687604898,-0.0180822530598714,-285,0.0002341699999999,-3.3999999999999915,-0.0010695238095235,,,-1.027386687604898,0,0,0.90306399678,-0.0050954888655462,-0.3424622292016326,5,3,556X,0,0
Acinetobacter_baumanii,SRR23998934,FULL,556X,556.0,log,3,5210586,12.485609141509766,5642.078339116719,0.05642078,99.1,33.6,65.5,0.9,0.0,116,1,4340586.5,16,8775343,45.86,4200000,2.089367380952381,2336495661,6852,1662,,325933,2000,242.0,0.0706538,0.0717048,0.0220691,221.0,44.0,518.0,0.090516,0.055384,8788323,16,5210694,5210694,259.0,259.0,52.0,16,8788323,338.9375,302.5,0.5896813151753165,13,0.99590149337934,0.0027980309781513,4,0.0035972733364488,0,0.0,0.9942497561821522,0.0056415768969802,5210694,309.0,-0.0047226252142298,3.3999999999999915,-253.0,0.0,6.131999999999665e-05,-6.131999999999665e-05,1.089367380952381,-0.0011480952380953,-0.0015742084047432,5.829411764705882,0.5937756969983171,0.5658795624642936,-0.0228048782741012,0.0,1.017983876390496,-0.009402811214402,-0.0228048782741012,-538,0.0002954899999999,0.0,-0.0022176190476188,0.0133596278456415,6.799999999999983,2.045370563995394,0,0,0.93508700702,-0.0052095926190476,0.254495969097624,5,3,556X,0,0
Acinetobacter_baumanii,SRR23998934,FULL,556X,556.0,log,4,5210383,12.483796777140077,5644.432335742195,0.05644433,98.3,35.3,62.9,0.9,0.9,116,1,4342067.6,16,8771694,45.86,4200000,2.0884985714285715,2336495661,6852,1662,,325933,2000,242.0,0.0706538,0.0717048,0.0220691,221.0,44.0,518.0,0.090516,0.055384,8788323,16,5210694,5210694,259.0,259.0,52.0,16,8788323,338.9375,302.5,0.5896813151753165,13,0.99590149337934,0.0027980309781513,4,0.0035972733364488,0,0.0,0.9942497561821522,0.0056415768969802,5210694,309.0,-0.0018123643696892,-0.7999999999999972,-203.0,0.0,2.3550000000004123e-05,-2.3550000000004123e-05,1.0884985714285715,-0.0008688095238094,-0.0004530910924223,5.782352941176471,0.5939995633683114,-0.1002265455462108,-0.0246172426437905,-0.7999999999999972,-0.2408165367002557,-0.2502193479146577,-0.0246172426437905,-741,0.0003190399999999,-0.7999999999999972,-0.0030864285714282,0.0029102608445406,-4.199999999999989,-1.2588004130907515,0,0,0.92751522361,-0.0051172997478991,-0.0481633073400511,5,3,556X,0,0
Acinetobacter_baumanii,SRR23998934,FULL,556X,556.0,log,5,5209999,12.482239748348212,5646.456583810554,0.05646457,98.3,37.1,61.2,1.7,0.0,116,1,4342859.7,16,8769139,45.86,4200000,2.087890238095238,2336495661,6852,1662,,325933,2000,242.0,0.0706538,0.0717048,0.0220691,221.0,44.0,518.0,0.090516,0.055384,8788323,16,5210694,5210694,259.0,259.0,52.0,16,8788323,338.9375,302.5,0.5896813151753165,13,0.99590149337934,0.0027980309781513,4,0.0035972733364488,0,0.0,0.9942497561821522,0.0056415768969802,5210694,309.0,-0.0015570287918649,0.0,-384.0,0.0,2.023999999999776e-05,-2.023999999999776e-05,1.087890238095238,-0.0006083333333335,-0.0003114057583729,5.782352941176471,0.5941288427371442,-0.0001557028791864,-0.0261742714356554,-0.7999999999999972,-0.0006876928500793,-0.2509070407647371,-0.0261742714356554,-1125,0.0003392799999999,-0.7999999999999972,-0.0036947619047618,0.0002553355778243,0.7999999999999972,0.2401288438501764,1,1,0.92749532769,-0.0050821237675069,-0.0001146154750132,5,3,556X,0,0
Xanthomonas_campestris,SRR24426145,10X,10X,10.0,log,1,2783843,15.969543281173538,2529.564095488728,0.02529564,96.6,96.6,0.0,0.9,2.6,116,1,1878626.3,7,5146624,65.12,5100000,1.0091419607843135,53506407,11719,3338,,4982,3000,9.0,0.0373132,0.0405455,0.00830913,9.0,3.0,17.0,0.042984,0.02377,5147265,7,2784035,2784035,10.0,10.0,3.0,7,5147265,9.428571428571429,11.0,0.2728675284694969,0,0.0,0.0,0,0.0,0,0.0,0.006708999828064,0.0,2784035,11.0,,,,,,,0.0091419607843135,,,12.075,0.5409065164063829,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.94156441176,0.1196461082352941,0.0,1,1,10X,1,1
Xanthomonas_campestris,SRR24426145,10X,10X,10.0,log,2,2783838,15.977217620865812,2525.0983156795032,0.02525098,96.6,96.6,0.0,0.9,2.6,116,1,1878629.8,7,5146581,65.12,5100000,1.0091335294117647,53506407,11719,3338,,4982,3000,9.0,0.0373132,0.0405455,0.00830913,9.0,3.0,17.0,0.042984,0.02377,5147265,7,2784035,2784035,10.0,10.0,3.0,7,5147265,9.428571428571429,11.0,0.2728675284694969,0,0.0,0.0,0,0.0,0,0.0,0.006708999828064,0.0,2784035,11.0,0.007674339692274,0.0,-5.0,0.0,-4.466000000000192e-05,4.466000000000192e-05,0.0091335294117647,-8.431372548800553e-06,0.003837169846137,12.075,0.5409100641940612,0.0019185849230685,0.007674339692274,0.0,0.0030778247396547,0.0030778247396547,0.007674339692274,-5,-4.466000000000192e-05,0.0,-8.431372548800553e-06,,,0.0030778247396547,0,0,0.94160755332,0.1196471263235294,0.0010259415798849,1,1,10X,1,1
Xanthomonas_campestris,SRR24426145,10X,10X,10.0,log,3,2783839,15.978186038944216,2524.535447936276,0.02524535,96.6,96.6,0.0,0.9,2.6,116,1,1878628.7,7,5146595,65.12,5100000,1.009136274509804,53506407,11719,3338,,4982,3000,9.0,0.0373132,0.0405455,0.00830913,9.0,3.0,17.0,0.042984,0.02377,5147265,7,2784035,2784035,10.0,10.0,3.0,7,5147265,9.428571428571429,11.0,0.2728675284694969,0,0.0,0.0,0,0.0,0,0.0,0.006708999828064,0.0,2784035,11.0,0.0009684180784041,0.0,1.0,0.0,-5.629999999999524e-06,5.629999999999524e-06,0.009136274509804,2.7450980393251e-06,0.0003228060261347,12.075,0.5409087870895637,0.0001614030130673,0.0086427577706782,0.0,0.0003887677411656,0.0034665924808203,0.0086427577706782,-4,-5.0290000000001445e-05,0.0,-5.686274509475453e-06,-0.0067059216138698,0.0,-0.0026890569984891,0,0,0.9416129919,0.1196467948529411,9.719193529140296e-05,1,1,10X,1,1
Xanthomonas_campestris,SRR24426145,10X,10X,10.0,log,4,2783839,15.977778348176804,2524.771650633676,0.02524772,96.6,96.6,0.0,0.9,2.6,116,1,1878634.3,7,5146570,65.12,5100000,1.0091313725490196,53506407,11719,3338,,4982,3000,9.0,0.0373132,0.0405455,0.00830913,9.0,3.0,17.0,0.042984,0.02377,5147265,7,2784035,2784035,10.0,10.0,3.0,7,5147265,9.428571428571429,11.0,0.2728675284694969,0,0.0,0.0,0,0.0,0,0.0,0.006708999828064,0.0,2784035,11.0,-0.0004076907674122,0.0,0.0,0.0,2.370000000001537e-06,-2.370000000001537e-06,0.0091313725490196,-4.901960784398085e-06,-0.000101922691853,12.075,0.5409114146098442,-5.096134592652568e-05,0.008235067003266,0.0,-0.0001640405030433,0.003302551977777,0.008235067003266,-4,-4.791999999999991e-05,0.0,-1.0588235293873538e-05,-0.0013761088458164,0.0,-0.0005528082442089,1,1,0.94161070248,0.1196473867647058,-3.2808100608664454e-05,1,1,10X,1,1
Xanthomonas_campestris,SRR24426145,10X,10X,10.0,log,5,2783839,15.978263452907056,2524.4904298843185,0.0252449,96.6,96.6,0.0,0.9,2.6,116,1,1878626.9,7,5146600,65.12,5100000,1.0091372549019608,53506407,11719,3338,,4982,3000,9.0,0.0373132,0.0405455,0.00830913,9.0,3.0,17.0,0.042984,0.02377,5147265,7,2784035,2784035,10.0,10.0,3.0,7,5147265,9.428571428571429,11.0,0.2728675284694969,0,0.0,0.0,0,0.0,0,0.0,0.006708999828064,0.0,2784035,11.0,0.0004851047302523,0.0,0.0,0.0,-2.8200000000006e-06,2.8200000000006e-06,0.0091372549019608,5.882352941188884e-06,9.70209460504634e-05,12.075,0.5409082615885707,4.85104730252317e-05,0.0087201717335183,0.0,0.000195194127395,0.003497746105172,0.0087201717335183,-4,-5.074000000000051e-05,0.0,-4.705882352684654e-06,0.0008927954976645,0.0,0.0003592346304383,1,2,0.9416134266,0.1196466764705882,3.2532354565840975e-05,1,1,10X,1,1
Xanthomonas_campestris,SRR24426145,20X,20X,20.0,log,1,5125353,16.081094375618605,2465.4175869349447,0.02465418,97.4,97.4,0.0,0.0,2.6,116,1,5125353.0,1,5125353,65.11,5100000,1.0049711764705882,103986515,11347,3295,,9932,3000,17.0,0.0419727,0.0451865,0.00821346,18.0,4.0,33.0,0.043604,0.023368,5125397,1,5125397,5125397,20.0,20.0,4.0,1,5125397,20.0,20.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125397,20.0,,,,,,,0.0049711764705882,,,48.7,0.9999998048915256,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.94998682868,0.4845790370588236,0.0,1,1,20X,1,1
Xanthomonas_campestris,SRR24426145,20X,20X,20.0,log,2,5125363,16.080727989708077,2465.6262737822008,0.02465626,97.4,97.4,0.0,0.0,2.6,116,1,5125363.0,1,5125363,65.11,5100000,1.004973137254902,103986515,11347,3295,,9932,3000,17.0,0.0419727,0.0451865,0.00821346,18.0,4.0,33.0,0.043604,0.023368,5125397,1,5125397,5125397,20.0,20.0,4.0,1,5125397,20.0,20.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125397,20.0,-0.000366385910528,0.0,10.0,0.0,2.079999999998056e-06,-2.079999999998056e-06,0.004973137254902,1.960784313803643e-06,-0.000183192955264,48.7,0.9999998048919062,-9.159647763201662e-05,-0.000366385910528,0.0,-0.0001467742857798,-0.0001467742857798,-0.000366385910528,10,2.079999999998056e-06,0.0,1.960784313803643e-06,,,-0.0001467742857798,0,0,0.94998480276,0.4845780821568627,-4.892476192661528e-05,1,1,20X,1,1
Xanthomonas_campestris,SRR24426145,20X,20X,20.0,log,3,5125388,16.08074560370803,2465.615714059532,0.02465616,97.4,97.4,0.0,0.0,2.6,116,1,5125388.0,1,5125388,65.11,5100000,1.0049780392156862,103986515,11347,3295,,9932,3000,17.0,0.0419727,0.0451865,0.00821346,18.0,4.0,33.0,0.043604,0.023368,5125397,1,5125397,5125397,20.0,20.0,4.0,1,5125397,20.0,20.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125397,20.0,1.761399995459101e-05,0.0,25.0,0.0,-9.999999999940613e-08,9.999999999940613e-08,0.0049780392156861,4.90196078417604e-06,5.871333318197003e-06,48.7,0.999999804892858,2.935666659098501e-06,-0.0003487719105734,0.0,7.555796060253889e-06,-0.0001392184897195,-0.0003487719105734,35,1.979999999998649e-06,0.0,6.862745097979683e-06,0.0003839999104826,0.0,0.00015433008184,1,1,0.94998490016,0.4845756949019609,1.8889490150634725e-06,1,1,20X,1,1
Xanthomonas_campestris,SRR24426145,20X,20X,20.0,log,4,5125362,16.080104500131423,2465.980027007916,0.0246598,97.4,97.4,0.0,0.0,2.6,116,1,5125362.0,1,5125362,65.11,5100000,1.0049729411764703,103986515,11347,3295,,9932,3000,17.0,0.0419727,0.0451865,0.00821346,18.0,4.0,33.0,0.043604,0.023368,5125397,1,5125397,5125397,20.0,20.0,4.0,1,5125397,20.0,20.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125397,20.0,-0.0006411035766085,0.0,-26.0,0.0,3.6399999999992e-06,-3.6399999999992e-06,0.0049729411764702,-5.098039215889472e-06,-0.0001602758941521,48.7,0.999999804891868,-8.013794707606436e-05,-0.0009898754871819,0.0,-0.0002576792345649,-0.0003968977242845,-0.0009898754871819,9,5.619999999997849e-06,0.0,1.7647058820902115e-06,-0.0006587175765631,0.0,-0.0002652350306252,0,0,0.9499813548,0.484578177647059,-5.153584691299896e-05,1,1,20X,1,1
Xanthomonas_campestris,SRR24426145,20X,20X,20.0,log,5,5125364,16.08075088792195,2465.612766979195,0.02465613,97.4,97.4,0.0,0.0,2.6,116,1,5125364.0,1,5125364,65.11,5100000,1.0049733333333333,103986515,11347,3295,,9932,3000,17.0,0.0419727,0.0451865,0.00821346,18.0,4.0,33.0,0.043604,0.023368,5125397,1,5125397,5125397,20.0,20.0,4.0,1,5125397,20.0,20.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125397,20.0,0.0006463877905282,0.0,2.0,0.0,-3.670000000000756e-06,3.670000000000756e-06,0.0049733333333332,3.921568629827732e-07,0.0001292775581056,48.7,0.9999998048919444,6.4638779052828e-05,-0.0003434876966537,0.0,0.0002593283318976,-0.0001375693923869,-0.0003434876966537,11,1.949999999997093e-06,0.0,2.156862745072985e-06,0.0012874913671367,0.0,0.0005170075664626,0,0,0.94998492938,0.4845779866666667,4.322138864960174e-05,1,1,20X,1,1
Xanthomonas_campestris,SRR24426145,40X,40X,40.0,log,1,5125367,16.07903033540467,2466.589924469889,0.0246659,98.3,98.3,0.0,0.0,1.7,116,1,5125367.0,1,5125367,65.11,5100000,1.0049739215686275,204399488,11072,3264,,19749,3000,34.0,0.0412135,0.0476233,0.008214,35.0,7.0,64.0,0.042557,0.023295,5125390,1,5125390,5125390,40.0,40.0,8.0,1,5125390,40.0,40.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125390,40.0,,,,,,,0.0049739215686275,,,49.15,0.9999998048920584,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.9587534203,0.4890553175490195,0.0,1,1,40X,1,1
Xanthomonas_campestris,SRR24426145,40X,40X,40.0,log,2,5125372,16.07814831025476,2467.09108065093,0.02467091,98.3,98.3,0.0,0.0,1.7,116,1,5125372.0,1,5125372,65.11,5100000,1.0049749019607843,204399488,11072,3264,,19749,3000,34.0,0.0412135,0.0476233,0.008214,35.0,7.0,64.0,0.042557,0.023295,5125390,1,5125390,5125390,40.0,40.0,8.0,1,5125390,40.0,40.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125390,40.0,-0.0008820251499095,0.0,5.0,0.0,5.009999999999737e-06,-5.009999999999737e-06,0.0049749019607843,9.803921567907992e-07,-0.0004410125749547,49.15,0.9999998048922488,-0.0002205062874773,-0.0008820251499095,0.0,-0.0003537140207481,-0.0003537140207481,-0.0008820251499095,5,5.009999999999737e-06,0.0,9.803921567907992e-07,,,-0.0003537140207481,0,0,0.95874849547,0.4890548356862745,-0.0001179046735827,1,1,40X,1,1
Xanthomonas_campestris,SRR24426145,40X,40X,40.0,log,3,5125377,16.07809197940482,2467.12339580622,0.02467123,98.3,98.3,0.0,0.0,1.7,116,1,5125377.0,1,5125377,65.11,5100000,1.004975882352941,204399488,11072,3264,,19749,3000,34.0,0.0412135,0.0476233,0.008214,35.0,7.0,64.0,0.042557,0.023295,5125390,1,5125390,5125390,40.0,40.0,8.0,1,5125390,40.0,40.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125390,40.0,-5.633084994016713e-05,0.0,5.0,0.0,3.199999999980996e-07,-3.199999999980996e-07,0.0049758823529411,9.803921567907992e-07,-1.8776949980055708e-05,49.15,0.9999998048924392,-9.388474990027854e-06,-0.0009383559998497,0.0,-2.249830076038739e-05,-0.0003762123215085,-0.0009383559998497,10,5.3299999999978365e-06,0.0,1.9607843135815983e-06,0.0008256942999693,0.0,0.0003312157199877,0,0,0.95874818091,0.4890543538235294,-5.624575190096848e-06,1,1,40X,1,1
Xanthomonas_campestris,SRR24426145,40X,40X,40.0,log,4,5125382,16.078160632725584,2467.0845315831,0.02467084,98.3,98.3,0.0,0.0,1.7,116,1,5125382.0,1,5125382,65.11,5100000,1.004976862745098,204399488,11072,3264,,19749,3000,34.0,0.0412135,0.0476233,0.008214,35.0,7.0,64.0,0.042557,0.023295,5125390,1,5125390,5125390,40.0,40.0,8.0,1,5125390,40.0,40.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125390,40.0,6.865332076344544e-05,0.0,5.0,0.0,-3.899999999994186e-07,3.899999999994186e-07,0.0049768627450978,9.803921567907992e-07,1.716333019086136e-05,49.15,0.9999998048926296,8.58166509543068e-06,-0.0008697026790862,0.0,2.763736752105714e-05,-0.0003485749539874,-0.0008697026790862,15,4.939999999998418e-06,0.0,2.941176470372397e-06,0.0001249841707036,0.0,5.0135668281444526e-05,0,0,0.95874856428,0.4890538719607843,5.527473504211428e-06,1,1,40X,1,1
Xanthomonas_campestris,SRR24426145,40X,40X,40.0,log,5,5125375,16.07834371355358,2466.979835431039,0.0246698,98.3,98.3,0.0,0.0,1.7,116,1,5125375.0,1,5125375,65.11,5100000,1.0049754901960783,204399488,11072,3264,,19749,3000,34.0,0.0412135,0.0476233,0.008214,35.0,7.0,64.0,0.042557,0.023295,5125390,1,5125390,5125390,40.0,40.0,8.0,1,5125390,40.0,40.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125390,40.0,0.0001830808279947,0.0,-7.0,0.0,-1.0400000000007623e-06,1.0400000000007623e-06,0.0049754901960783,-1.3725490195515275e-06,3.66161655989572e-05,49.15,0.9999998048923632,1.83080827994786e-05,-0.0006866218510914,0.0,7.33030762959594e-05,-0.0002752718776915,-0.0006866218510914,8,3.899999999997655e-06,0.0,1.5686274508208695e-06,0.0001144275072313,0.0,4.5665708774902265e-05,0,0,0.9587495866,0.4890545465686274,1.22171793826599e-05,1,1,40X,1,1
Xanthomonas_campestris,SRR24426145,FULL,51X,51.0,log,1,5125406,16.091054995635627,2459.770061056156,0.0245977,98.3,98.3,0.0,0.0,1.7,116,1,5125406.0,1,5125406,65.11,5100000,1.004981568627451,264470048,11049,3277,,25582,3000,43.0,0.0428024,0.0497669,0.00821954,46.0,9.0,84.0,0.044113,0.023258,5125387,1,5125387,5125387,52.0,52.0,10.0,1,5125387,52.0,52.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125387,52.0,,,,,,,0.004981568627451,,,49.15,0.9999998048935432,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.9588204609,0.4890515590196078,0.0,1,1,51X,1,1
Xanthomonas_campestris,SRR24426145,FULL,51X,51.0,log,2,5125400,16.089584508309233,2460.603389110118,0.02460603,97.4,97.4,0.0,0.9,1.7,116,1,5125400.0,1,5125400,65.11,5100000,1.0049803921568627,264470048,11049,3277,,25582,3000,43.0,0.0428024,0.0497669,0.00821954,46.0,9.0,84.0,0.044113,0.023258,5125387,1,5125387,5125387,52.0,52.0,10.0,1,5125387,52.0,52.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125387,52.0,-0.0014704873263937,-0.8999999999999915,-6.0,0.0,8.330000000000837e-06,-8.330000000000837e-06,0.0049803921568627,-1.1764705882821858e-06,-0.0007352436631968,48.7,0.9999998048933146,-0.2253676218315963,-0.0014704873263937,-0.8999999999999915,-0.2705899785776137,-0.2705899785776137,-0.0014704873263937,-6,8.330000000000837e-06,-0.8999999999999915,-1.1764705882821858e-06,,,-0.2705899785776137,0,0,0.95003372678,0.4845745490196079,-0.0901966595258712,1,1,51X,1,1
Xanthomonas_campestris,SRR24426145,FULL,51X,51.0,log,3,5125386,16.089393893347243,2460.7113989257,0.02460711,97.4,97.4,0.0,0.9,1.7,116,1,5125386.0,1,5125386,65.11,5100000,1.0049776470588234,264470048,11049,3277,,25582,3000,43.0,0.0428024,0.0497669,0.00821954,46.0,9.0,84.0,0.044113,0.023258,5125387,1,5125387,5125387,52.0,52.0,10.0,1,5125387,52.0,52.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125387,52.0,-0.0001906149619905,0.0,-14.0,0.0,1.080000000000525e-06,-1.080000000000525e-06,0.0049776470588234,-2.7450980393251e-06,-6.353832066352538e-05,48.7,0.9999998048927816,-3.176916033176269e-05,-0.0016611022883843,-0.8999999999999915,-7.673649460016309e-05,-0.2706667150722139,-0.0016611022883843,-20,9.410000000001362e-06,-0.8999999999999915,-3.921568627607286e-06,0.0012798723644031,0.8999999999999915,0.2705132420830136,1,1,0.95003267486,0.484575885882353,-1.9184123650040773e-05,1,1,51X,1,1
Xanthomonas_campestris,SRR24426145,FULL,51X,51.0,log,4,5125412,16.090599497355278,2460.028326467924,0.02460028,97.4,97.4,0.0,0.9,1.7,116,1,5125412.0,1,5125412,65.11,5100000,1.0049827450980393,264470048,11049,3277,,25582,3000,43.0,0.0428024,0.0497669,0.00821954,46.0,9.0,84.0,0.044113,0.023258,5125387,1,5125387,5125387,52.0,52.0,10.0,1,5125387,52.0,52.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125387,52.0,0.0012056040080352,0.0,26.0,0.0,-6.830000000002806e-06,6.830000000002806e-06,0.0049827450980393,5.098039215889472e-06,0.0003014010020088,48.7,0.9999998048937716,0.0001507005010044,-0.000455498280349,-0.8999999999999915,0.0004841174071356,-0.2701825976650782,-0.000455498280349,6,2.579999999998556e-06,-0.8999999999999915,1.1764705882821858e-06,0.0013962189700258,0.0,0.0005608539017358,1,2,0.95003932728,0.4845734031372549,9.682348142713918e-05,1,1,51X,1,1
