Genus,Sample,Coverage,Coverage_effective,coverage_est,coverage_est_src,round,n50,qv,indels_per_100kb,error_rate,busco_complete,busco_single,busco_duplicated,busco_fragmented,busco_missing,busco_n,l50,auN,num_contigs,total_length,gc,expected_genome_size,assembly_frac,raw_total_bp,raw_read_n50,raw_read_n90,raw_mean_read_len,raw_n_reads,min_overlap,overlap_based_coverage,ovlp_div_initial,ovlp_median_div_first,ovlp_median_div_last,mean_edge_coverage,read_cov_cutoff,unique_cov_threshold,align_err_consensus,align_err_polishing,asm_total_length,asm_fragments,asm_frag_N50,asm_largest_frag,asm_mean_coverage,polish_mean_contig_cov,polish_selected_cov_threshold,ai_num_contigs,ai_total_bp,ai_mean_cov,ai_median_cov,ai_cov_cv,ai_circular_n,ai_circular_bp_frac,ai_repeat_bp_frac,ai_mult_gt1_n,ai_mult_gt1_bp_frac,ai_alt_groups_n,ai_alt_bp_frac,ai_low_cov_bp_frac,ai_short_bp_frac_10kb,ai_longest_len,ai_longest_cov,delta_qv,delta_busco_complete,delta_n50,delta_num_contigs,delta_error_rate,delta_error_improvement,assembly_error,delta_assembly_error,qv_improvement_rate,busco_per_contig,n50_fraction,cost_benefit_ratio,delta_qv_cumsum,delta_busco_complete_cumsum,score_improvement,gain_cumulative,qv_from_r1,n50_from_r1,error_rate_from_r1,busco_complete_from_r1,assembly_frac_from_r1,delta_qv_trend,delta_busco_complete_trend,score_improvement_trend,is_plateau,plateau_streak,completeness_score,assembly_quality,polishing_effectiveness
Xanthomonas_campestris,SRR24426145,20X,20X,20.0,log,1,5125353,16.081094375618605,2465.4175869349447,0.02465418,97.4,97.4,0.0,0.0,2.6,116,1,5125353.0,1,5125353,65.11,5100000,1.0049711764705882,103986515,11347,3295,,9932,3000,17.0,0.0419727,0.0451865,0.00821346,18.0,4.0,33.0,0.043604,0.023368,5125397,1,5125397,5125397,20.0,20.0,4.0,1,5125397,20.0,20.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125397,20.0,,,,,,,0.004971176470588201,,,48.7,0.9999998048915255,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.9499868286800001,0.4845790370588236,0.0
Xanthomonas_campestris,SRR24426145,20X,20X,20.0,log,2,5125363,16.080727989708077,2465.6262737822008,0.02465626,97.4,97.4,0.0,0.0,2.6,116,1,5125363.0,1,5125363,65.11,5100000,1.004973137254902,103986515,11347,3295,,9932,3000,17.0,0.0419727,0.0451865,0.00821346,18.0,4.0,33.0,0.043604,0.023368,5125397,1,5125397,5125397,20.0,20.0,4.0,1,5125397,20.0,20.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125397,20.0,-0.00036638591052806646,0.0,10.0,0.0,2.0799999999980556e-06,-2.0799999999980556e-06,0.004973137254902005,1.960784313803643e-06,-0.00018319295526403323,48.7,0.9999998048919062,-9.159647763201662e-05,-0.00036638591052806646,0.0,-0.00014677428577984585,-0.00014677428577984585,-0.00036638591052806646,10,2.0799999999980556e-06,0.0,1.960784313803643e-06,,,-0.00014677428577984585,0,0,0.9499848027600001,0.48457808215686277,-4.892476192661528e-05
Xanthomonas_campestris,SRR24426145,20X,20X,20.0,log,3,5125388,16.08074560370803,2465.615714059532,0.02465616,97.4,97.4,0.0,0.0,2.6,116,1,5125388.0,1,5125388,65.11,5100000,1.0049780392156862,103986515,11347,3295,,9932,3000,17.0,0.0419727,0.0451865,0.00821346,18.0,4.0,33.0,0.043604,0.023368,5125397,1,5125397,5125397,20.0,20.0,4.0,1,5125397,20.0,20.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125397,20.0,1.761399995459101e-05,0.0,25.0,0.0,-9.999999999940612e-08,9.999999999940612e-08,0.004978039215686181,4.90196078417604e-06,5.871333318197003e-06,48.7,0.9999998048928579,2.9356666590985014e-06,-0.00034877191057347545,0.0,7.555796060253889e-06,-0.00013921848971959195,-0.00034877191057347545,35,1.9799999999986495e-06,0.0,6.862745097979683e-06,0.00038399991048265747,0.0,0.00015433008184009974,1,1,0.94998490016,0.4845756949019609,1.8889490150634723e-06
Xanthomonas_campestris,SRR24426145,20X,20X,20.0,log,4,5125362,16.080104500131423,2465.980027007916,0.0246598,97.4,97.4,0.0,0.0,2.6,116,1,5125362.0,1,5125362,65.11,5100000,1.0049729411764703,103986515,11347,3295,,9932,3000,17.0,0.0419727,0.0451865,0.00821346,18.0,4.0,33.0,0.043604,0.023368,5125397,1,5125397,5125397,20.0,20.0,4.0,1,5125397,20.0,20.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125397,20.0,-0.0006411035766085149,0.0,-26.0,0.0,3.6399999999991994e-06,-3.6399999999991994e-06,0.004972941176470291,-5.098039215889472e-06,-0.00016027589415212873,48.7,0.9999998048918681,-8.013794707606436e-05,-0.0009898754871819904,0.0,-0.0002576792345649948,-0.00039689772428458674,-0.0009898754871819904,9,5.619999999997849e-06,0.0,1.7647058820902117e-06,-0.0006587175765631059,0.0,-0.00026523503062524865,0,0,0.9499813548000001,0.484578177647059,-5.153584691299896e-05
Xanthomonas_campestris,SRR24426145,20X,20X,20.0,log,5,5125364,16.08075088792195,2465.612766979195,0.02465613,97.4,97.4,0.0,0.0,2.6,116,1,5125364.0,1,5125364,65.11,5100000,1.0049733333333333,103986515,11347,3295,,9932,3000,17.0,0.0419727,0.0451865,0.00821346,18.0,4.0,33.0,0.043604,0.023368,5125397,1,5125397,5125397,20.0,20.0,4.0,1,5125397,20.0,20.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125397,20.0,0.00064638779052828,0.0,2.0,0.0,-3.670000000000756e-06,3.670000000000756e-06,0.004973333333333274,3.921568629827732e-07,0.000129277558105656,48.7,0.9999998048919443,6.4638779052828e-05,-0.00034348769665371037,0.0,0.00025932833189761044,-0.0001375693923869763,-0.00034348769665371037,11,1.949999999997093e-06,0.0,2.156862745072985e-06,0.001287491367136795,0.0,0.0005170075664626052,0,0,0.9499849293800001,0.48457798666666674,4.322138864960174e-05
Xanthomonas_campestris,SRR24426145,40X,40X,40.0,log,1,5125367,16.07903033540467,2466.589924469889,0.0246659,98.3,98.3,0.0,0.0,1.7,116,1,5125367.0,1,5125367,65.11,5100000,1.0049739215686275,204399488,11072,3264,,19749,3000,34.0,0.0412135,0.0476233,0.008214,35.0,7.0,64.0,0.042557,0.023295,5125390,1,5125390,5125390,40.0,40.0,8.0,1,5125390,40.0,40.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125390,40.0,,,,,,,0.004973921568627526,,,49.15,0.9999998048920585,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.9587534203,0.48905531754901954,0.0
Xanthomonas_campestris,SRR24426145,40X,40X,40.0,log,2,5125372,16.07814831025476,2467.09108065093,0.02467091,98.3,98.3,0.0,0.0,1.7,116,1,5125372.0,1,5125372,65.11,5100000,1.0049749019607843,204399488,11072,3264,,19749,3000,34.0,0.0412135,0.0476233,0.008214,35.0,7.0,64.0,0.042557,0.023295,5125390,1,5125390,5125390,40.0,40.0,8.0,1,5125390,40.0,40.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125390,40.0,-0.0008820251499095377,0.0,5.0,0.0,5.009999999999737e-06,-5.009999999999737e-06,0.004974901960784317,9.803921567907992e-07,-0.00044101257495476887,49.15,0.9999998048922488,-0.00022050628747738443,-0.0008820251499095377,0.0,-0.000353714020748136,-0.000353714020748136,-0.0008820251499095377,5,5.009999999999737e-06,0.0,9.803921567907992e-07,,,-0.000353714020748136,0,0,0.95874849547,0.4890548356862745,-0.000117904673582712
Xanthomonas_campestris,SRR24426145,40X,40X,40.0,log,3,5125377,16.07809197940482,2467.12339580622,0.02467123,98.3,98.3,0.0,0.0,1.7,116,1,5125377.0,1,5125377,65.11,5100000,1.004975882352941,204399488,11072,3264,,19749,3000,34.0,0.0412135,0.0476233,0.008214,35.0,7.0,64.0,0.042557,0.023295,5125390,1,5125390,5125390,40.0,40.0,8.0,1,5125390,40.0,40.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125390,40.0,-5.633084994016713e-05,0.0,5.0,0.0,3.199999999980996e-07,-3.199999999980996e-07,0.004975882352941108,9.803921567907992e-07,-1.8776949980055708e-05,49.15,0.9999998048924391,-9.388474990027854e-06,-0.0009383559998497049,0.0,-2.249830076038739e-05,-0.00037621232150852337,-0.0009383559998497049,10,5.3299999999978365e-06,0.0,1.9607843135815983e-06,0.0008256942999693706,0.0,0.0003312157199877486,0,0,0.9587481809099999,0.48905435382352946,-5.6245751900968475e-06
Xanthomonas_campestris,SRR24426145,40X,40X,40.0,log,4,5125382,16.078160632725584,2467.0845315831,0.02467084,98.3,98.3,0.0,0.0,1.7,116,1,5125382.0,1,5125382,65.11,5100000,1.004976862745098,204399488,11072,3264,,19749,3000,34.0,0.0412135,0.0476233,0.008214,35.0,7.0,64.0,0.042557,0.023295,5125390,1,5125390,5125390,40.0,40.0,8.0,1,5125390,40.0,40.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125390,40.0,6.865332076344544e-05,0.0,5.0,0.0,-3.899999999994186e-07,3.899999999994186e-07,0.004976862745097899,9.803921567907992e-07,1.716333019086136e-05,49.15,0.9999998048926295,8.58166509543068e-06,-0.0008697026790862594,0.0,2.763736752105714e-05,-0.00034857495398746627,-0.0008697026790862594,15,4.939999999998418e-06,0.0,2.9411764703723975e-06,0.00012498417070361256,0.0,5.0135668281444526e-05,0,0,0.95874856428,0.48905387196078437,5.5274735042114275e-06
Xanthomonas_campestris,SRR24426145,40X,40X,40.0,log,5,5125375,16.07834371355358,2466.979835431039,0.0246698,98.3,98.3,0.0,0.0,1.7,116,1,5125375.0,1,5125375,65.11,5100000,1.0049754901960783,204399488,11072,3264,,19749,3000,34.0,0.0412135,0.0476233,0.008214,35.0,7.0,64.0,0.042557,0.023295,5125390,1,5125390,5125390,40.0,40.0,8.0,1,5125390,40.0,40.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125390,40.0,0.00018308082799478598,0.0,-7.0,0.0,-1.0400000000007625e-06,1.0400000000007625e-06,0.004975490196078347,-1.3725490195515277e-06,3.66161655989572e-05,49.15,0.9999998048923631,1.83080827994786e-05,-0.0006866218510914734,0.0,7.33030762959594e-05,-0.0002752718776915068,-0.0006866218510914734,8,3.899999999997655e-06,0.0,1.5686274508208697e-06,0.00011442750723134054,0.0,4.5665708774902265e-05,0,0,0.9587495866,0.48905454656862746,1.22171793826599e-05
Xanthomonas_campestris,SRR24426145,FULL,51X,51.0,log,1,5125406,16.091054995635627,2459.770061056156,0.0245977,98.3,98.3,0.0,0.0,1.7,116,1,5125406.0,1,5125406,65.11,5100000,1.004981568627451,264470048,11049,3277,,25582,3000,43.0,0.0428024,0.0497669,0.00821954,46.0,9.0,84.0,0.044113,0.023258,5125387,1,5125387,5125387,52.0,52.0,10.0,1,5125387,52.0,52.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125387,52.0,,,,,,,0.004981568627451027,,,49.15,0.9999998048935431,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.9588204609000001,0.48905155901960784,0.0
Xanthomonas_campestris,SRR24426145,FULL,51X,51.0,log,2,5125400,16.089584508309233,2460.603389110118,0.02460603,97.4,97.4,0.0,0.9,1.7,116,1,5125400.0,1,5125400,65.11,5100000,1.0049803921568627,264470048,11049,3277,,25582,3000,43.0,0.0428024,0.0497669,0.00821954,46.0,9.0,84.0,0.044113,0.023258,5125387,1,5125387,5125387,52.0,52.0,10.0,1,5125387,52.0,52.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125387,52.0,-0.0014704873263937657,-0.8999999999999915,-6.0,0.0,8.330000000000837e-06,-8.330000000000837e-06,0.004980392156862745,-1.1764705882821858e-06,-0.0007352436631968828,48.7,0.9999998048933146,-0.2253676218315963,-0.0014704873263937657,-0.8999999999999915,-0.27058997857761374,-0.27058997857761374,-0.0014704873263937657,-6,8.330000000000837e-06,-0.8999999999999915,-1.1764705882821858e-06,,,-0.27058997857761374,0,0,0.9500337267800001,0.4845745490196079,-0.09019665952587125
Xanthomonas_campestris,SRR24426145,FULL,51X,51.0,log,3,5125386,16.089393893347243,2460.7113989257,0.02460711,97.4,97.4,0.0,0.9,1.7,116,1,5125386.0,1,5125386,65.11,5100000,1.0049776470588234,264470048,11049,3277,,25582,3000,43.0,0.0428024,0.0497669,0.00821954,46.0,9.0,84.0,0.044113,0.023258,5125387,1,5125387,5125387,52.0,52.0,10.0,1,5125387,52.0,52.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125387,52.0,-0.00019061496199057615,0.0,-14.0,0.0,1.080000000000525e-06,-1.080000000000525e-06,0.00497764705882342,-2.7450980393251e-06,-6.353832066352538e-05,48.7,0.9999998048927817,-3.176916033176269e-05,-0.0016611022883843418,-0.8999999999999915,-7.673649460016309e-05,-0.2706667150722139,-0.0016611022883843418,-20,9.410000000001362e-06,-0.8999999999999915,-3.921568627607286e-06,0.0012798723644031895,0.8999999999999915,0.2705132420830136,1,1,0.9500326748600001,0.48457588588235306,-1.9184123650040773e-05
Xanthomonas_campestris,SRR24426145,FULL,51X,51.0,log,4,5125412,16.090599497355278,2460.028326467924,0.02460028,97.4,97.4,0.0,0.9,1.7,116,1,5125412.0,1,5125412,65.11,5100000,1.0049827450980393,264470048,11049,3277,,25582,3000,43.0,0.0428024,0.0497669,0.00821954,46.0,9.0,84.0,0.044113,0.023258,5125387,1,5125387,5125387,52.0,52.0,10.0,1,5125387,52.0,52.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125387,52.0,0.001205604008035266,0.0,26.0,0.0,-6.830000000002806e-06,6.830000000002806e-06,0.0049827450980393095,5.098039215889472e-06,0.0003014010020088165,48.7,0.9999998048937715,0.00015070050100440824,-0.0004554982803490759,-0.8999999999999915,0.0004841174071356959,-0.2701825976650782,-0.0004554982803490759,6,2.5799999999985557e-06,-0.8999999999999915,1.1764705882821858e-06,0.001396218970025842,0.0,0.000560853901735859,1,2,0.9500393272800001,0.4845734031372549,9.682348142713918e-05
Xanthomonas_campestris,SRR24426145,FULL,51X,51.0,log,5,5125396,16.089646283471556,2460.5676399793288,0.02460568,98.3,98.3,0.0,0.0,1.7,116,1,5125396.0,1,5125396,65.11,5100000,1.0049796078431372,264470048,11049,3277,,25582,3000,43.0,0.0428024,0.0497669,0.00821954,46.0,9.0,84.0,0.044113,0.023258,5125387,1,5125387,5125387,52.0,52.0,10.0,1,5125387,52.0,52.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5125387,52.0,-0.0009532138837222703,0.8999999999999915,-16.0,0.0,5.400000000002625e-06,-5.400000000002625e-06,0.004979607843137224,-3.1372549020858287e-06,-0.00019064277674445406,49.15,0.9999998048931624,0.08990467861162692,-0.0014087121640713463,0.0,0.2696173207210183,-0.0005652769440598893,-0.0014087121640713463,-10,7.98000000000118e-06,0.0,-1.960784313803643e-06,-0.0021588178917575362,0.8999999999999915,0.2691332033138826,0,0,0.95881261656,0.48905252274509803,0.04493622012016971
Pseudomonas,SRR24565792,10X,10X,10.0,log,1,2016240,12.812988140079517,5232.402597143994,0.05232403,87.1,87.1,0.0,10.3,2.6,116,2,2328730.8,3,5981622,58.99,6300000,0.9494638095238096,63448147,16568,4506,,3783,5000,9.0,0.0582369,0.0594588,0.0220737,9.0,3.0,19.0,0.09067,0.052809,5984083,3,2016653,2984381,10.0,10.0,3.0,3,5984083,10.0,11.0,0.1732050807568877,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2984381,11.0,,,,,,,0.0505361904761904,,,21.775,0.3370723965719672,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.82542576987,0.20674574452380953,0.0
Pseudomonas,SRR24565792,10X,10X,10.0,log,2,2016077,12.80538029932396,5241.577008209071,0.05241577,86.2,86.2,0.0,10.3,3.4,116,2,2328719.1,3,5981483,58.99,6300000,0.949441746031746,63448147,16568,4506,,3783,5000,9.0,0.0582369,0.0594588,0.0220737,9.0,3.0,19.0,0.09067,0.052809,5984083,3,2016653,2984381,10.0,10.0,3.0,3,5984083,10.0,11.0,0.1732050807568877,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2984381,11.0,-0.0076078407555559835,-0.8999999999999915,-163.0,0.0,9.173999999999988e-05,-9.173999999999988e-05,0.050558253968253974,2.2063492063573165e-05,-0.0038039203777779917,21.55,0.33705297882599033,-0.22690196018888686,-0.0076078407555559835,-0.8999999999999915,-0.2730592779530135,-0.2730592779530135,-0.0076078407555559835,-163,9.173999999999988e-05,-0.8999999999999915,-2.2063492063573165e-05,,,-0.2730592779530135,0,0,0.81681760626,0.20460469626984126,-0.09101975931767116
Pseudomonas,SRR24565792,10X,10X,10.0,log,3,2016335,12.805981873299697,5240.851108223804,0.05240851,87.1,87.1,0.0,10.3,2.6,116,2,2328697.8,3,5981463,58.99,6300000,0.9494385714285716,63448147,16568,4506,,3783,5000,9.0,0.0582369,0.0594588,0.0220737,9.0,3.0,19.0,0.09067,0.052809,5984083,3,2016653,2984381,10.0,10.0,3.0,3,5984083,10.0,11.0,0.1732050807568877,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2984381,11.0,0.0006015739757359029,0.8999999999999915,258.0,0.0,-7.260000000001987e-06,7.260000000001987e-06,0.050561428571428424,3.1746031744495085e-06,0.0002005246585786343,21.775,0.33709723907056865,0.1501002623292879,-0.007006266779820081,0.0,0.2702423990506092,-0.002816878902404285,-0.007006266779820081,95,8.447999999999789e-05,0.0,-2.5238095238022673e-05,0.008209414731291886,1.799999999999983,0.5433016770036228,0,0,0.82535218779,0.20674024892857146,0.0675605997626523
Pseudomonas,SRR24565792,10X,10X,10.0,log,4,2016039,12.805122625770585,5241.888057007837,0.05241888,86.2,86.2,0.0,11.2,2.6,116,2,2328757.4,3,5981386,58.99,6300000,0.9494263492063492,63448147,16568,4506,,3783,5000,9.0,0.0582369,0.0594588,0.0220737,9.0,3.0,19.0,0.09067,0.052809,5984083,3,2016653,2984381,10.0,10.0,3.0,3,5984083,10.0,11.0,0.1732050807568877,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2984381,11.0,-0.0008592475291120394,-0.8999999999999915,-296.0,0.0,1.03700000000026e-05,-1.03700000000026e-05,0.05057365079365084,1.2222222222413315e-05,-0.00021481188227800985,21.55,0.3370520917640006,-0.11260740594113794,-0.00786551430893212,-0.8999999999999915,-0.27034455078942,-0.2731614296918243,-0.00786551430893212,-201,9.485000000000049e-05,-0.8999999999999915,-3.746031746043599e-05,-0.0014608215048479423,-1.799999999999983,-0.5405869498400292,0,0,0.8168149254399999,0.20460137825396824,-0.054068910157883995
Pseudomonas,SRR24565792,10X,10X,10.0,log,5,2016291,12.805053031677415,5241.971576790145,0.05241972,87.1,87.1,0.0,10.3,2.6,116,2,2328743.7,3,5981305,58.99,6300000,0.949413492063492,63448147,16568,4506,,3783,5000,9.0,0.0582369,0.0594588,0.0220737,9.0,3.0,19.0,0.09067,0.052809,5984083,3,2016653,2984381,10.0,10.0,3.0,3,5984083,10.0,11.0,0.1732050807568877,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2984381,11.0,-6.959409316920073e-05,0.8999999999999915,252.0,0.0,8.400000000019503e-07,-8.400000000019503e-07,0.050586507936507985,1.2857142857147785e-05,-1.3918818633840147e-05,21.775,0.3370987874554487,0.08999304059068222,-0.00793510840210132,0.0,0.26997328007701543,-0.003188149614808844,-0.00793510840210132,51,9.569000000000244e-05,0.0,-5.031746031758377e-05,0.0007896534359428387,1.799999999999983,0.5403178308664354,0,0,0.8253424238799999,0.2067347878968254,0.04499554667950257
Pseudomonas,SRR24565792,FULL,113X,113.0,log,1,5979178,12.82142258270397,5222.250327929871,0.05222251,97.4,97.4,0.0,1.7,0.9,116,1,5979178.0,1,5979178,59.0,6300000,0.949075873015873,716810804,16386,4534,,42771,5000,103.0,0.068783,0.0677343,0.0218064,103.0,21.0,215.0,0.090013,0.05188,5978831,1,5978831,5978831,122.0,122.0,24.0,1,5978831,122.0,122.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5978831,122.0,,,,,,,0.05092412698412696,,,48.7,0.9999998327529582,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.92313527526,0.4621999501587302,0.0
Pseudomonas,SRR24565792,FULL,113X,113.0,log,2,5980029,12.815033765472366,5229.938804018667,0.05229939,96.6,96.6,0.0,1.7,1.7,116,1,5980029.0,1,5980029,58.99,6300000,0.9492109523809524,716810804,16386,4534,,42771,5000,103.0,0.068783,0.0677343,0.0218064,103.0,21.0,215.0,0.090013,0.05188,5978831,1,5978831,5978831,122.0,122.0,24.0,1,5978831,122.0,122.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5978831,122.0,-0.006388817231604449,-0.8000000000000114,851.0,0.0,7.688000000000139e-05,-7.688000000000139e-05,0.05078904761904757,-0.00013507936507939355,-0.0031944086158022245,48.3,0.9999998327767586,-0.20159720430790395,-0.006388817231604449,-0.8000000000000114,-0.24258441082915314,-0.24258441082915314,-0.006388817231604449,851,7.688000000000139e-05,-0.8000000000000114,0.00013507936507939355,,,-0.24258441082915314,0,0,0.91547878926,0.45846889,-0.08086147027638438
Pseudomonas,SRR24565792,FULL,113X,113.0,log,3,5979458,12.804243668001622,5242.949253690189,0.05242949,97.4,97.4,0.0,1.7,0.9,116,1,5979458.0,1,5979458,58.99,6300000,0.9491203174603174,716810804,16386,4534,,42771,5000,103.0,0.068783,0.0677343,0.0218064,103.0,21.0,215.0,0.090013,0.05188,5978831,1,5978831,5978831,122.0,122.0,24.0,1,5978831,122.0,122.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5978831,122.0,-0.010790097470744442,0.8000000000000114,-571.0,0.0,0.00013010000000000105,-0.00013010000000000105,0.05087968253968256,9.063492063499101e-05,-0.003596699156914814,48.7,0.9999998327607899,0.13153498375487782,-0.01717891470234889,0.0,0.23566700450376915,-0.006917406325383985,-0.01717891470234889,280,0.00020698000000000244,0.0,4.444444444440254e-05,-0.004401280239139993,1.6000000000000227,0.47825141533292226,0,0,0.9229336767400002,0.46222159460317463,0.05891675112594229
Pseudomonas,SRR24565792,FULL,113X,113.0,log,4,5979398,12.811681901399725,5233.9767644826,0.05233977,98.3,98.3,0.0,0.9,0.9,116,1,5979398.0,1,5979398,59.0,6300000,0.9491107936507936,716810804,16386,4534,,42771,5000,103.0,0.068783,0.0677343,0.0218064,103.0,21.0,215.0,0.090013,0.05188,5978831,1,5978831,5978831,122.0,122.0,24.0,1,5978831,122.0,122.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5978831,122.0,0.007438233398103122,0.8999999999999915,-60.0,0.0,-8.972000000000147e-05,8.972000000000147e-05,0.05088920634920635,9.523809523792615e-06,0.0018595583495257806,49.15,0.9999998327591118,0.11342977917476182,-0.009740681304245769,0.8999999999999915,0.272994189740191,0.266076783414807,-0.009740681304245769,220,0.00011726000000000097,0.8999999999999915,3.492063492060993e-05,0.018228330868847564,0.0999999999999801,0.03732718523642187,0,0,0.9315500060899999,0.4664879550793651,0.0545988379480382
Pseudomonas,SRR24565792,FULL,113X,113.0,log,5,5979672,12.812617971565569,5232.848801478071,0.05232849,97.4,97.4,0.0,1.7,0.9,116,1,5979672.0,1,5979672,59.0,6300000,0.9491542857142856,716810804,16386,4534,,42771,5000,103.0,0.068783,0.0677343,0.0218064,103.0,21.0,215.0,0.090013,0.05188,5978831,1,5978831,5978831,122.0,122.0,24.0,1,5978831,122.0,122.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5978831,122.0,0.0009360701658440718,-0.8999999999999915,274.0,0.0,-1.12800000000024e-05,1.12800000000024e-05,0.05084571428571438,-4.349206349196777e-05,0.00018721403316881435,48.7,0.9999998327667751,-0.08990639298341474,-0.008804611138401697,0.0,-0.26962766514000897,-0.0035508817252019043,-0.008804611138401697,494,0.00010597999999999858,0.0,7.84126984125777e-05,-0.006502163232259051,-1.799999999999983,-0.5426218548802,0,0,0.9230320507400002,0.46223813714285716,-0.044937944190001494
Pseudomonas,SRR24565792,20X,20X,20.0,log,1,5980059,12.854733432470589,5182.348466329144,0.05182349,96.6,96.6,0.0,1.7,1.7,116,1,5980059.0,1,5980059,59.0,6300000,0.9492157142857144,127268726,16445,4556,,7628,5000,18.0,0.0631354,0.0637221,0.0219269,18.0,4.0,40.0,0.089825,0.052115,5978965,1,5978965,5978965,21.0,21.0,4.0,1,5978965,21.0,21.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5978965,21.0,,,,,,,0.050784285714285615,,,48.3,0.9999998327775975,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.91593850866,0.45847119000000003,0.0
Pseudomonas,SRR24565792,20X,20X,20.0,log,2,5978965,12.832296350795286,5209.191197632769,0.05209192,96.6,96.6,0.0,1.7,1.7,116,1,5978965.0,1,5978965,59.0,6300000,0.9490420634920634,127268726,16445,4556,,7628,5000,18.0,0.0631354,0.0637221,0.0219269,18.0,4.0,40.0,0.089825,0.052115,5978965,1,5978965,5978965,21.0,21.0,4.0,1,5978965,21.0,21.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5978965,21.0,-0.022437081675303006,0.0,-1094.0,0.0,0.00026843000000000006,-0.00026843000000000006,0.05095793650793656,0.00017365079365094793,-0.011218540837651503,48.3,0.9999998327470001,-0.005609270418825751,-0.022437081675303006,0.0,-0.009011153590756108,-0.009011153590756108,-0.022437081675303006,-1094,0.00026843000000000006,0.0,-0.00017365079365094793,,,-0.009011153590756108,0,0,0.91567920528,0.4583873166666666,-0.0030037178635853694
Pseudomonas,SRR24565792,20X,20X,20.0,log,3,5980078,12.847474651902855,5191.018165238884,0.05191018,96.6,96.6,0.0,1.7,1.7,116,1,5980078.0,1,5980078,58.99,6300000,0.9492187301587302,127268726,16445,4556,,7628,5000,18.0,0.0631354,0.0637221,0.0219269,18.0,4.0,40.0,0.089825,0.052115,5978965,1,5978965,5978965,21.0,21.0,4.0,1,5978965,21.0,21.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5978965,21.0,0.01517830110756968,0.0,1113.0,0.0,-0.00018173999999999968,0.00018173999999999968,0.05078126984126985,-0.00017666666666671382,0.0050594337025232266,48.3,0.9999998327781289,0.0025297168512616133,-0.007258780567733325,0.0,0.006090001776361202,-0.002921151814394906,-0.007258780567733325,19,8.669000000000038e-05,0.0,3.015873015765891e-06,0.037615382782872686,0.0,0.01510115536711731,0,0,0.9158547661199999,0.45847264666666665,0.0015225004440903005
